"age","workclass","education","marital_status","occupation","race","sex","hours_per_week","income"
52,"Government","HS-grad","Married","Service","Other","Female",20,0
29,"Private","HS-grad","Divorced","Sales","Other","Female",50,0
27,"Private","Some-college","Married","Blue-Collar","White","Male",60,0
28,"Private","Some-college","Single","White-Collar","Other","Female",40,0
59,"Private","Assoc","Married","Blue-Collar","White","Male",20,1
28,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
24,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
20,"Private","School","Married","Blue-Collar","White","Male",40,0
54,"Private","Bachelors","Married","White-Collar","White","Male",40,1
65,"Private","HS-grad","Divorced","Service","White","Male",25,0
18,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",30,0
38,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
29,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
27,"Private","HS-grad","Single","White-Collar","Other","Female",40,0
36,"Private","Masters","Married","Service","White","Male",40,0
55,"Government","HS-grad","Married","Service","White","Male",40,0
22,"Private","School","Single","Blue-Collar","White","Male",30,0
28,"Private","Bachelors","Single","Professional","White","Female",40,0
20,"Private","Some-college","Single","Sales","White","Female",30,0
24,"Private","Bachelors","Married","Professional","White","Male",40,0
36,"Private","Masters","Married","White-Collar","White","Male",50,1
68,"Self-Employed","HS-grad","Married","Sales","White","Male",40,0
49,"Self-Employed","HS-grad","Divorced","Sales","White","Male",50,1
18,"Private","School","Single","Blue-Collar","White","Male",40,0
50,"Self-Employed","Doctorate","Divorced","Professional","White","Female",60,1
37,"Private","School","Separated","Service","Other","Female",40,0
60,"Private","Masters","Married","White-Collar","White","Male",50,1
43,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
43,"Self-Employed","Doctorate","Married","Professional","White","Female",70,1
17,"Private","School","Single","Service","White","Female",9,0
43,"Private","Some-college","Single","White-Collar","White","Female",50,0
39,"Private","Some-college","Married","Sales","White","Male",26,0
21,"Self-Employed","Some-college","Single","White-Collar","White","Female",15,0
42,"Self-Employed","Doctorate","Single","Professional","White","Male",7,0
48,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",60,1
56,"Private","Bachelors","Single","White-Collar","White","Male",45,1
21,"Private","Assoc","Single","Service","White","Female",30,0
28,"Government","Assoc","Married","Service","Other","Male",40,1
39,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",40,1
40,"Private","School","Married","Sales","White","Male",40,0
38,"Government","Assoc","Single","Professional","White","Male",40,0
59,"Private","Some-college","Married","Professional","White","Male",36,1
51,"Government","HS-grad","Married","Service","White","Male",40,0
19,"Private","HS-grad","Single","Blue-Collar","White","Male",16,0
23,"Private","HS-grad","Single","Blue-Collar","White","Female",40,0
31,"Private","Bachelors","Divorced","Professional","White","Female",40,0
42,"Private","Assoc","Married","Professional","Other","Male",40,0
43,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
45,"Private","Some-college","Married","Blue-Collar","White","Male",55,1
34,"Private","Some-college","Married","Blue-Collar","White","Male",35,0
21,"Private","HS-grad","Single","Blue-Collar","White","Male",30,0
34,"Private","Some-college","Married","White-Collar","White","Male",40,1
55,"Self-Employed","Some-college","Married","Sales","White","Male",40,1
30,"Private","Assoc","Single","Professional","White","Female",40,0
29,"Private","HS-grad","Married","Blue-Collar","White","Male",48,0
19,"Private","Some-college","Single","White-Collar","White","Female",20,0
45,"Self-Employed","Bachelors","Divorced","Professional","White","Male",35,0
42,"Private","Bachelors","Married","Service","Other","Male",72,1
32,"Private","Bachelors","Single","Sales","White","Female",40,0
90,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",40,0
44,"Government","Bachelors","Married","Service","White","Male",44,1
34,"Self-Employed","HS-grad","Married","Professional","White","Male",40,1
35,"Private","School","Separated","Service","White","Female",30,0
39,"Self-Employed","Some-college","Single","Blue-Collar","White","Male",25,0
29,"Private","Bachelors","Single","Professional","Other","Male",40,0
24,"Private","HS-grad","Single","Service","White","Female",32,0
49,"Private","Some-college","Married","Service","White","Male",17,0
52,"Self-Employed","Some-college","Married","Blue-Collar","Other","Male",40,1
54,"Private","Bachelors","Married","White-Collar","Other","Male",60,1
31,"Private","School","Divorced","Blue-Collar","White","Male",40,0
44,"Private","Some-college","Divorced","White-Collar","White","Female",50,0
18,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",30,0
27,"Self-Employed","HS-grad","Married","Sales","White","Male",40,0
24,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
30,"Private","HS-grad","Married","Blue-Collar","White","Male",60,0
27,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
34,"Government","Bachelors","Married","White-Collar","White","Male",20,0
25,"Government","Some-college","Married","White-Collar","White","Female",19,0
39,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
28,"Private","Some-college","Married","Service","White","Male",40,1
51,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",70,0
21,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Female",35,0
33,"Private","Some-college","Single","Sales","Other","Male",26,0
27,"Private","Assoc","Single","Blue-Collar","White","Female",38,0
29,"Private","HS-grad","Single","White-Collar","White","Male",40,0
33,"Government","School","Married","Blue-Collar","White","Male",40,0
37,"Private","HS-grad","Married","Sales","White","Male",50,1
20,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
24,"Private","Bachelors","Single","White-Collar","White","Female",40,0
29,"Private","HS-grad","Single","Service","White","Female",35,0
31,"Private","Bachelors","Married","White-Collar","White","Male",45,1
41,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
42,"Self-Employed","Some-college","Married","Blue-Collar","White","Male",40,0
20,"Private","Some-college","Single","Sales","White","Female",30,0
54,"Private","School","Separated","Blue-Collar","White","Male",40,0
55,"Private","Bachelors","Married","Blue-Collar","White","Female",55,0
21,"Private","HS-grad","Married","Blue-Collar","White","Male",32,0
52,"Private","Assoc","Married","White-Collar","White","Male",45,1
19,"Private","HS-grad","Single","White-Collar","White","Male",40,0
33,"Private","Assoc","Married","Blue-Collar","Other","Male",40,0
22,"Private","HS-grad","Separated","Service","Other","Female",35,0
59,"Private","HS-grad","Single","White-Collar","White","Female",38,0
17,"Other/Unknown","School","Single","Other/Unknown","White","Male",40,0
31,"Private","School","Single","Sales","White","Male",32,0
74,"Self-Employed","HS-grad","Married","Sales","White","Male",40,1
45,"Private","School","Divorced","Service","Other","Female",40,0
36,"Private","HS-grad","Single","White-Collar","White","Female",40,0
35,"Self-Employed","Some-college","Divorced","White-Collar","White","Male",60,0
45,"Private","Some-college","Divorced","Blue-Collar","White","Male",40,0
42,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",85,0
50,"Government","Masters","Divorced","Professional","White","Female",40,0
39,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
44,"Private","Some-college","Separated","White-Collar","White","Male",45,0
52,"Private","School","Married","Blue-Collar","White","Male",56,1
24,"Private","Bachelors","Single","Professional","White","Male",43,0
56,"Self-Employed","School","Married","Blue-Collar","White","Male",99,0
27,"Private","HS-grad","Married","Blue-Collar","White","Male",50,1
47,"Self-Employed","Bachelors","Married","White-Collar","White","Male",45,1
40,"Self-Employed","Prof-school","Married","Professional","Other","Male",60,1
38,"Private","HS-grad","Single","Professional","White","Male",40,0
27,"Private","Assoc","Divorced","Sales","White","Female",40,0
52,"Private","HS-grad","Divorced","White-Collar","White","Female",38,0
22,"Private","HS-grad","Divorced","Sales","White","Male",40,0
41,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
30,"Private","HS-grad","Divorced","White-Collar","White","Female",20,0
55,"Private","Bachelors","Married","Service","Other","Male",35,0
25,"Private","Some-college","Single","White-Collar","White","Male",40,0
32,"Private","Bachelors","Married","Professional","White","Male",40,0
28,"Private","Some-college","Separated","Service","White","Female",60,0
33,"Self-Employed","HS-grad","Married","White-Collar","White","Male",50,0
17,"Private","HS-grad","Single","Blue-Collar","Other","Male",40,0
27,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
55,"Private","Assoc","Married","Blue-Collar","White","Male",20,0
63,"Government","Some-college","Married","Service","White","Male",18,1
39,"Private","HS-grad","Married","Service","White","Female",40,0
51,"Government","Doctorate","Married","Professional","White","Male",52,1
67,"Self-Employed","School","Married","Blue-Collar","White","Male",40,0
41,"Self-Employed","Bachelors","Married","White-Collar","White","Male",72,0
27,"Private","HS-grad","Widowed","Blue-Collar","White","Female",26,0
54,"Private","Masters","Married","White-Collar","White","Male",45,1
59,"Private","School","Married","Blue-Collar","Other","Male",40,1
18,"Private","HS-grad","Single","White-Collar","White","Female",25,0
19,"Private","HS-grad","Single","Blue-Collar","White","Male",20,0
31,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
17,"Private","School","Single","Service","White","Female",7,0
42,"Private","HS-grad","Married","Service","Other","Male",40,1
37,"Private","Some-college","Married","Professional","White","Female",30,0
51,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
48,"Private","HS-grad","Single","White-Collar","White","Female",40,0
23,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
27,"Private","Assoc","Married","Sales","White","Male",45,0
25,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
69,"Private","Assoc","Divorced","White-Collar","White","Female",6,0
30,"Private","Bachelors","Single","White-Collar","White","Male",44,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",35,0
28,"Private","HS-grad","Single","Blue-Collar","White","Male",48,0
45,"Private","School","Married","Blue-Collar","White","Male",40,0
25,"Private","Some-college","Single","White-Collar","White","Male",15,0
37,"Private","Assoc","Married","Blue-Collar","White","Male",45,1
59,"Private","School","Single","Blue-Collar","White","Male",40,0
26,"Private","HS-grad","Single","Service","White","Female",30,0
48,"Private","Some-college","Separated","Service","White","Female",25,0
64,"Government","HS-grad","Married","White-Collar","White","Male",40,0
39,"Private","Bachelors","Married","Service","White","Male",50,0
24,"Private","Bachelors","Single","White-Collar","White","Male",40,0
40,"Government","Masters","Single","White-Collar","White","Female",35,0
46,"Private","Masters","Married","White-Collar","White","Male",70,1
35,"Government","Some-college","Married","Service","Other","Male",40,1
43,"Private","HS-grad","Married","White-Collar","White","Female",40,1
31,"Private","HS-grad","Separated","Blue-Collar","White","Male",40,0
22,"Private","Some-college","Single","White-Collar","White","Female",25,0
35,"Private","Some-college","Single","Service","White","Male",30,0
35,"Private","HS-grad","Separated","Blue-Collar","White","Male",50,0
35,"Government","Some-college","Divorced","Service","White","Female",40,0
40,"Private","Prof-school","Married","Professional","White","Male",40,1
50,"Private","Masters","Single","Professional","White","Female",40,0
48,"Self-Employed","Prof-school","Divorced","Professional","White","Male",63,1
70,"Other/Unknown","Masters","Married","Other/Unknown","White","Male",8,0
46,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
36,"Private","HS-grad","Divorced","Blue-Collar","White","Female",38,0
37,"Government","Bachelors","Married","Professional","White","Male",36,1
24,"Private","School","Married","Sales","White","Male",45,0
47,"Government","Bachelors","Separated","Professional","White","Female",70,0
35,"Self-Employed","HS-grad","Divorced","Blue-Collar","White","Male",50,0
43,"Private","Bachelors","Married","White-Collar","Other","Male",40,0
18,"Government","School","Single","Service","White","Male",20,0
54,"Private","HS-grad","Married","Service","White","Male",50,0
62,"Private","HS-grad","Single","Service","Other","Female",38,0
36,"Private","Bachelors","Married","Blue-Collar","White","Male",48,1
27,"Private","School","Married","Blue-Collar","Other","Male",40,0
23,"Private","Some-college","Single","White-Collar","Other","Male",14,0
61,"Other/Unknown","Bachelors","Married","Other/Unknown","White","Male",15,1
39,"Self-Employed","Bachelors","Divorced","Blue-Collar","Other","Male",60,0
33,"Self-Employed","School","Married","Blue-Collar","White","Male",50,1
28,"Private","School","Single","Blue-Collar","White","Female",40,0
22,"Private","HS-grad","Single","White-Collar","White","Male",20,0
31,"Self-Employed","Assoc","Married","Blue-Collar","White","Male",60,1
26,"Private","Bachelors","Single","Service","White","Male",30,0
44,"Private","Bachelors","Divorced","White-Collar","White","Male",50,1
73,"Private","Bachelors","Married","Professional","White","Male",30,0
44,"Private","Bachelors","Divorced","Sales","White","Female",35,0
35,"Private","Assoc","Divorced","White-Collar","White","Male",45,0
33,"Private","Bachelors","Married","Service","White","Female",40,0
27,"Private","Bachelors","Single","White-Collar","White","Female",40,0
47,"Government","Bachelors","Married","Service","Other","Male",50,1
29,"Private","HS-grad","Married","Blue-Collar","White","Male",45,1
33,"Private","Some-college","Married","Service","White","Female",26,0
50,"Private","Some-college","Divorced","Service","White","Female",15,0
32,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
41,"Self-Employed","Masters","Divorced","Blue-Collar","White","Male",40,0
19,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",35,0
45,"Private","HS-grad","Married","Sales","White","Male",60,1
65,"Private","HS-grad","Widowed","White-Collar","White","Female",36,0
42,"Government","Some-college","Separated","Service","White","Female",40,0
33,"Self-Employed","Bachelors","Married","Professional","Other","Male",25,1
32,"Private","Bachelors","Married","Sales","White","Male",60,1
42,"Private","Some-college","Married","Professional","White","Male",40,1
49,"Private","Some-college","Separated","White-Collar","White","Female",45,1
38,"Private","HS-grad","Married","Service","White","Male",45,0
38,"Private","Some-college","Married","White-Collar","White","Male",50,0
37,"Private","Some-college","Married","Blue-Collar","White","Male",52,0
24,"Private","Some-college","Single","Blue-Collar","White","Male",30,0
27,"Self-Employed","Some-college","Single","Sales","White","Male",50,0
25,"Private","School","Married","White-Collar","Other","Female",40,0
29,"Private","HS-grad","Married","Sales","White","Male",50,0
46,"Private","HS-grad","Married","Blue-Collar","White","Male",70,0
44,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",96,0
26,"Private","Bachelors","Single","Sales","Other","Female",40,0
46,"Government","Assoc","Married","Service","White","Male",49,1
38,"Private","Some-college","Separated","White-Collar","White","Male",40,0
38,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
22,"Government","Bachelors","Married","White-Collar","White","Male",20,0
33,"Private","Some-college","Divorced","Sales","White","Male",40,0
50,"Private","Assoc","Divorced","White-Collar","Other","Male",40,0
31,"Government","HS-grad","Married","Service","White","Male",41,1
26,"Self-Employed","Some-college","Single","Professional","White","Female",4,0
42,"Private","Some-college","Married","Blue-Collar","White","Male",38,0
27,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
34,"Private","Masters","Married","Professional","White","Male",45,1
64,"Private","HS-grad","Married","Service","White","Male",40,0
43,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
39,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
47,"Self-Employed","Prof-school","Single","Professional","White","Male",40,1
56,"Private","Masters","Single","Professional","White","Male",66,0
25,"Government","Masters","Single","Professional","White","Male",20,0
60,"Government","Bachelors","Divorced","White-Collar","White","Female",35,0
52,"Private","HS-grad","Married","Sales","White","Male",44,0
43,"Private","HS-grad","Divorced","Blue-Collar","White","Male",16,0
46,"Private","Bachelors","Single","White-Collar","Other","Female",40,0
19,"Private","Some-college","Single","White-Collar","White","Female",30,0
56,"Private","School","Single","Blue-Collar","Other","Female",20,0
22,"Private","Bachelors","Single","Professional","White","Male",40,0
28,"Private","School","Single","Blue-Collar","White","Male",40,0
39,"Private","School","Separated","Sales","Other","Female",30,0
28,"Private","Some-college","Divorced","Professional","White","Male",40,0
31,"Private","Bachelors","Married","Sales","White","Male",50,1
22,"Private","HS-grad","Single","Service","White","Female",35,0
39,"Private","HS-grad","Married","Blue-Collar","Other","Male",40,1
39,"Private","Bachelors","Married","White-Collar","White","Male",40,1
28,"Self-Employed","School","Single","Blue-Collar","White","Male",40,0
67,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",11,0
31,"Private","HS-grad","Single","White-Collar","White","Female",35,0
50,"Private","Bachelors","Married","Sales","White","Male",40,0
34,"Private","HS-grad","Married","Blue-Collar","White","Male",46,0
48,"Private","HS-grad","Married","White-Collar","White","Female",40,1
51,"Private","Bachelors","Divorced","White-Collar","White","Female",40,0
54,"Private","HS-grad","Married","Sales","White","Male",40,0
44,"Private","Assoc","Divorced","Blue-Collar","White","Male",40,0
20,"Private","Some-college","Single","Sales","Other","Female",20,0
37,"Private","HS-grad","Married","Service","Other","Male",40,0
38,"Private","Some-college","Married","Professional","White","Male",40,0
59,"Government","Assoc","Married","Blue-Collar","Other","Male",40,0
59,"Self-Employed","Bachelors","Married","Professional","White","Male",50,0
51,"Private","Some-college","Divorced","Blue-Collar","White","Male",48,1
60,"Other/Unknown","Bachelors","Married","Other/Unknown","Other","Male",40,0
29,"Private","Some-college","Married","Professional","White","Male",40,0
37,"Private","Some-college","Single","Blue-Collar","White","Female",40,0
42,"Private","School","Married","Blue-Collar","White","Male",35,0
28,"Self-Employed","Bachelors","Married","Professional","White","Male",50,1
34,"Private","HS-grad","Single","Sales","White","Female",40,0
50,"Self-Employed","Bachelors","Married","White-Collar","White","Male",40,1
22,"Self-Employed","HS-grad","Single","Blue-Collar","White","Male",24,0
27,"Private","HS-grad","Single","Service","White","Female",52,0
45,"Government","Prof-school","Divorced","Professional","White","Female",43,0
39,"Private","HS-grad","Divorced","White-Collar","Other","Female",38,0
25,"Government","Bachelors","Single","Professional","White","Female",35,0
63,"Other/Unknown","HS-grad","Single","Other/Unknown","White","Male",15,0
24,"Self-Employed","Bachelors","Married","White-Collar","White","Male",40,1
18,"Private","HS-grad","Single","Blue-Collar","White","Female",30,0
19,"Other/Unknown","HS-grad","Single","Other/Unknown","White","Male",40,0
23,"Private","School","Single","Service","Other","Male",38,0
20,"Private","School","Single","Service","White","Male",40,0
17,"Self-Employed","School","Single","Service","White","Female",24,0
63,"Self-Employed","Bachelors","Married","Blue-Collar","White","Male",40,1
28,"Government","Bachelors","Married","Blue-Collar","White","Male",65,1
51,"Government","Bachelors","Married","Professional","White","Male",50,1
29,"Private","Bachelors","Single","Sales","White","Female",45,0
64,"Private","Some-college","Widowed","White-Collar","White","Female",12,0
17,"Private","School","Single","Service","White","Male",25,0
45,"Government","Some-college","Divorced","White-Collar","Other","Female",35,0
18,"Private","School","Single","Service","Other","Male",20,0
31,"Government","HS-grad","Single","White-Collar","White","Female",40,0
48,"Self-Employed","Bachelors","Married","Sales","White","Male",50,1
41,"Private","Some-college","Single","Professional","White","Female",45,0
65,"Private","Prof-school","Married","Professional","White","Male",60,1
27,"Private","Assoc","Divorced","Blue-Collar","White","Male",40,0
39,"Private","Assoc","Married","White-Collar","White","Male",40,0
51,"Self-Employed","Some-college","Divorced","Blue-Collar","White","Male",8,1
49,"Private","Masters","Married","White-Collar","White","Male",45,1
58,"Other/Unknown","HS-grad","Divorced","Other/Unknown","White","Male",40,0
36,"Private","Bachelors","Married","Sales","White","Male",45,1
25,"Private","HS-grad","Single","Blue-Collar","Other","Female",40,0
41,"Private","Some-college","Divorced","White-Collar","Other","Female",37,0
31,"Private","School","Divorced","White-Collar","White","Female",40,0
63,"Private","School","Married","Service","White","Male",37,1
50,"Government","Bachelors","Divorced","White-Collar","White","Female",40,0
63,"Private","Some-college","Divorced","Service","White","Male",40,0
44,"Self-Employed","Masters","Single","Blue-Collar","White","Male",99,0
48,"Private","HS-grad","Divorced","Blue-Collar","White","Male",65,0
51,"Self-Employed","Some-college","Married","Sales","White","Male",50,0
18,"Private","HS-grad","Single","White-Collar","White","Female",15,0
23,"Private","Some-college","Single","Service","White","Male",25,0
31,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
38,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
19,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",20,0
56,"Private","Some-college","Married","Blue-Collar","White","Male",60,1
31,"Private","School","Divorced","Blue-Collar","White","Male",20,0
46,"Private","Some-college","Married","White-Collar","White","Male",40,0
39,"Private","Masters","Married","White-Collar","White","Male",50,1
56,"Government","HS-grad","Married","Service","Other","Male",40,0
31,"Private","HS-grad","Single","White-Collar","White","Female",40,0
42,"Self-Employed","Bachelors","Married","Professional","White","Male",40,1
53,"Private","HS-grad","Married","White-Collar","White","Male",35,1
18,"Private","School","Single","Service","White","Female",15,0
18,"Other/Unknown","School","Single","Other/Unknown","Other","Male",48,0
20,"Other/Unknown","Some-college","Single","Other/Unknown","White","Female",35,0
27,"Private","HS-grad","Married","Professional","White","Male",45,1
31,"Private","Bachelors","Single","Blue-Collar","White","Male",40,0
52,"Government","Masters","Married","White-Collar","White","Male",40,0
46,"Private","HS-grad","Married","Service","White","Male",40,0
30,"Private","Some-college","Single","Service","White","Male",24,0
26,"Private","Bachelors","Single","Service","White","Female",40,0
48,"Government","Masters","Married","Professional","White","Male",50,1
37,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
29,"Private","School","Married","Blue-Collar","White","Male",40,0
49,"Private","HS-grad","Married","White-Collar","White","Male",55,1
24,"Private","HS-grad","Divorced","Blue-Collar","White","Male",40,0
74,"Self-Employed","HS-grad","Married","Sales","White","Male",20,0
56,"Self-Employed","School","Married","White-Collar","White","Male",67,1
39,"Government","Bachelors","Single","White-Collar","White","Male",40,0
21,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
29,"Private","Bachelors","Single","White-Collar","White","Female",45,1
43,"Self-Employed","HS-grad","Divorced","Service","White","Male",45,0
23,"Private","Bachelors","Single","Service","White","Female",40,0
26,"Private","HS-grad","Single","White-Collar","White","Female",50,0
47,"Private","HS-grad","Married","Blue-Collar","White","Male",60,0
27,"Private","HS-grad","Married","Blue-Collar","White","Male",55,0
45,"Private","HS-grad","Married","Blue-Collar","White","Male",45,1
30,"Private","HS-grad","Single","Service","White","Male",70,0
35,"Private","Some-college","Married","White-Collar","White","Female",20,1
33,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
37,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
21,"Private","HS-grad","Single","Blue-Collar","White","Male",20,0
42,"Private","HS-grad","Married","Sales","White","Male",40,0
48,"Government","HS-grad","Married","White-Collar","White","Male",36,0
46,"Private","HS-grad","Single","Blue-Collar","White","Female",48,0
36,"Private","School","Separated","Blue-Collar","White","Female",40,0
54,"Private","HS-grad","Single","Professional","White","Male",40,0
25,"Private","HS-grad","Married","White-Collar","White","Female",40,0
26,"Government","HS-grad","Divorced","White-Collar","White","Female",25,0
36,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",57,0
56,"Self-Employed","Bachelors","Single","Professional","White","Male",20,0
37,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
26,"Private","Bachelors","Single","Professional","White","Female",40,1
23,"Private","Bachelors","Single","Service","White","Female",25,0
23,"Government","Bachelors","Single","Professional","White","Female",40,0
41,"Government","Bachelors","Single","White-Collar","White","Male",40,0
55,"Private","Bachelors","Married","White-Collar","White","Male",50,1
39,"Private","Bachelors","Married","White-Collar","White","Male",40,1
67,"Government","Assoc","Married","White-Collar","White","Male",35,0
60,"Private","HS-grad","Widowed","Sales","White","Female",50,0
54,"Private","HS-grad","Widowed","Sales","White","Female",40,0
38,"Private","Masters","Married","Professional","White","Male",40,1
47,"Private","Some-college","Married","Blue-Collar","Other","Male",40,1
49,"Government","Bachelors","Married","Professional","White","Male",42,1
19,"Private","HS-grad","Single","Sales","White","Female",24,0
20,"Private","Some-college","Single","Blue-Collar","White","Male",40,0
66,"Private","HS-grad","Widowed","Sales","White","Female",35,0
22,"Other/Unknown","Some-college","Single","Other/Unknown","Other","Female",25,0
51,"Self-Employed","Masters","Married","White-Collar","White","Male",42,1
19,"Private","Some-college","Single","White-Collar","White","Male",40,0
36,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
33,"Private","HS-grad","Married","Blue-Collar","White","Male",60,1
41,"Private","Bachelors","Divorced","Sales","White","Male",56,0
90,"Private","HS-grad","Married","Blue-Collar","White","Male",50,1
78,"Other/Unknown","School","Married","Other/Unknown","White","Male",60,0
36,"Private","HS-grad","Divorced","White-Collar","White","Female",40,0
30,"Private","Prof-school","Divorced","Sales","White","Male",55,0
35,"Private","Some-college","Divorced","White-Collar","White","Male",40,0
46,"Private","Masters","Married","White-Collar","White","Male",45,1
38,"Private","HS-grad","Single","Blue-Collar","White","Male",40,0
24,"Private","Bachelors","Married","Professional","White","Male",40,0
40,"Private","Bachelors","Married","Service","White","Female",40,0
49,"Private","School","Married","Blue-Collar","White","Male",40,0
19,"Private","HS-grad","Single","Service","Other","Male",30,0
77,"Private","Some-college","Widowed","Service","White","Female",20,0
46,"Private","HS-grad","Married","Blue-Collar","White","Male",56,1
41,"Private","Some-college","Separated","Blue-Collar","Other","Male",40,0
28,"Private","School","Single","Blue-Collar","White","Male",77,0
21,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
24,"Private","School","Single","Blue-Collar","Other","Male",40,0
36,"Private","HS-grad","Married","Blue-Collar","Other","Male",45,0
23,"Government","Some-college","Single","White-Collar","White","Male",25,0
38,"Government","HS-grad","Married","Blue-Collar","White","Male",40,0
29,"Self-Employed","HS-grad","Married","Blue-Collar","White","Male",40,0
38,"Private","Some-college","Married","White-Collar","White","Male",50,1
47,"Government","Bachelors","Single","White-Collar","Other","Male",40,1
39,"Government","Masters","Divorced","Professional","White","Female",40,0
40,"Government","Bachelors","Married","Professional","White","Male",48,0
21,"Other/Unknown","Some-college","Single","Other/Unknown","White","Male",40,0
32,"Private","HS-grad","Divorced","White-Collar","Other","Female",40,0
23,"Private","HS-grad","Single","White-Collar","White","Male",40,0
44,"Government","HS-grad","Married","Service","White","Male",40,0
37,"Private","Some-college","Separated","Service","Other","Male",40,0
70,"Private","Bachelors","Widowed","Professional","White","Female",20,0
51,"Private","Masters","Married","Service","White","Male",40,1
66,"Private","School","Separated","Service","Other","Female",30,0
57,"Self-Employed","Some-college","Married","White-Collar","White","Male",40,0
36,"Private","Some-college","Married","Blue-Collar","White","Male",40,1
48,"Self-Employed","Bachelors","Divorced","Sales","White","Male",60,1
24,"Other/Unknown","HS-grad","Married","Other/Unknown","White","Male",40,0
51,"Private","Masters","Married","Professional","White","Female",40,1
43,"Private","Bachelors","Married","White-Collar","White","Male",50,1
27,"Private","HS-grad","Married","Blue-Collar","White","Male",60,0
32,"Private","Bachelors","Single","White-Collar","White","Female",40,0
20,"Private","Some-college","Single","White-Collar","White","Female",35,0
33,"Private","Some-college","Divorced","White-Collar","White","Female",40,0
19,"Private","Some-college","Single","White-Collar","White","Male",40,0
32,"Government","Some-college","Married","Blue-Collar","White","Male",60,1
35,"Private","Prof-school","Single","Professional","Other","Male",40,1
26,"Private","HS-grad","Married","Blue-Collar","White","Male",60,0
39,"Private","HS-grad","Single","Sales","White","Female",60,0
24,"Private","Bachelors","Single","Service","Other","Female",75,0
45,"Private","Some-college","Married","White-Collar","White","Male",40,1
20,"Private","Some-college","Single","White-Collar","White","Male",40,0
49,"Government","Bachelors","Married","Professional","White","Female",45,0
35,"Government","Masters","Single","Professional","White","Female",40,0
30,"Private","HS-grad","Single","White-Collar","White","Female",40,0
23,"Private","Some-college","Single","White-Collar","White","Female",25,0
33,"Private","Bachelors","Married","White-Collar","White","Male",45,0
35,"Private","HS-grad","Married","Blue-Collar","White","Male",50,0
31,"Private","Masters","Married","Professional","White","Male",50,0
20,"Private","School","Single","Blue-Collar","Other","Male",25,0
44,"Private","HS-grad","Married","Blue-Collar","White","Male",40,0
33,"Self-Employed","HS-grad","Married","Service","Other","Male",40,0
50,"Private","Some-college","Married","Blue-Collar","White","Male",40,0
25,"Private","HS-grad","Single","White-Collar","White","Female",40,0
28,"Government","HS-grad","Married","Service","White","Male",40,0
60,"Government","Bachelors","Married","White-Collar","Other","Male",40,1
38,"Government","Assoc","Married","Blue-Collar","White","Male",40,0
38,"Private","Some-college","Married","Blue-Collar","Other","Male",40,0
57,"Government","Bachelors","Single","White-Collar","White","Male",40,0
50,"Private","HS-grad","Married","Blue-Collar","White","Male",40,1
